"Location","PASFR","Births"
"India",18.596,18392.334
"India",18.788,NA
"India",18.846,NA
"India",18.901,NA
"Denmark",18.982,62.458
"India",19.014,NA
"India",19.016,5302.855
"India",19.016,12451.385
"India",19.016,13618.802
"India",19.016,14185.81
"India",19.016,22198.183
"India",19.016,23133.592
"India",19.016,23797.177
"India",19.016,25296.497
"India",19.016,27754.594
"India",19.016,NA
"India",19.347,NA
"India",19.464,NA
"India",19.483,8601.022
"India",19.483,15956.652
"India",19.483,16592.876
"India",19.483,16940.315
"India",19.483,23067.891
"India",19.483,24240.011
"India",19.483,24482.687
"India",19.483,25206.962
"India",19.483,27273.133
"India",19.483,NA
"India",19.5,19207.075
"India",19.674,NA
"Denmark",19.713,53.777
"India",19.835,20271.815
"India",19.835,22944.613
"India",19.835,22954.114
"India",19.835,22979.085
"India",19.835,23772.029
"India",19.835,24026.875
"India",19.835,24036.824
"India",19.835,24045.433
"India",19.835,25636.682
"India",19.835,NA
"India",19.843,NA
"India",19.856,NA
"India",19.955,NA
"India",20.034,NA
"India",20.322,19777.188
"India",20.774,9929.879
"India",20.774,18120.744
"India",20.774,18725.083
"India",20.774,19067.439
"India",20.774,25140.939
"India",20.774,26401.609
"India",20.774,26593.44
"India",20.774,27282.427
"India",20.774,30280.728
"India",20.774,NA
"India",20.792,16196.526
"India",20.792,17267.042
"India",20.914,NA
"India",20.923,19036.088
"India",21.411,NA
"India",21.433,NA
"India",21.449,19783.339
"India",21.449,24530.778
"India",21.449,24569.293
"India",21.449,24662.364
"India",21.449,26226.527
"India",21.449,26761.001
"India",21.449,26796.995
"India",21.449,26803.017
"India",21.45,29355.526
"India",21.45,NA
"India",21.508,NA
"India",21.77,22135.935
"India",21.77,23840.898
"India",21.879,NA
"India",21.972,25197.134
"India",22.031,NA
"India",22.153,11717.21
"India",22.153,20451.596
"India",22.153,20999.085
"India",22.153,21326.167
"India",22.153,27084.309
"India",22.153,28406.08
"India",22.153,28529.463
"India",22.153,29167.496
"India",22.153,32928.26
"India",22.153,NA
"India",22.31,NA
"India",22.334,NA
"India",22.644,NA
"India",22.983,19520.091
"India",22.983,26021.684
"India",22.983,26107.519
"India",22.983,26288.817
"India",22.983,28617.466
"India",22.983,29417.555
"India",22.983,29472.145
"India",22.983,29514.593
"India",22.983,32694.948
"India",22.983,NA
"India",23.101,NA
"India",23.158,27642.284
"India",23.351,NA
"Denmark",23.541,70.099
"India",23.642,14176.802
"India",23.642,22750.882
"India",23.642,23190.025
"India",23.642,23486.749
"India",23.642,28622.992
"India",23.642,29943.718
"India",23.642,29985.121
"India",23.642,30523.727
"India",23.642,34205.261
"India",23.642,NA
"India",23.793,NA
"India",24.14,NA
"India",24.169,NA
"India",24.238,26065.415
"Denmark",24.277,67.72
"India",24.339,NA
"India",24.353,25489.969
"India",24.392,NA
"India",24.423,NA
"India",24.452,20115.113
"India",24.452,27073.635
"India",24.452,27218.837
"India",24.452,27476.308
"India",24.452,30624.279
"India",24.452,31657.524
"India",24.452,31713.918
"India",24.452,31827.31
"India",24.452,34322.561
"India",24.452,NA
"India",24.62,NA
"India",24.777,27265.805
"India",24.816,22010.003
"India",24.816,23860.317
"India",24.85,NA
"India",25.089,33587.95
"India",25.249,30484.558
"India",25.256,17561.992
"India",25.256,25240.395
"India",25.256,25509.457
"India",25.256,25772.5
"India",25.256,29874.795
"India",25.256,31088.762
"India",25.256,31100.008
"India",25.256,31434.879
"India",25.256,34263.002
"India",25.256,NA
"India",25.424,NA
"India",25.56,34182.718
"India",25.706,34961.706
"India",25.791,NA
"India",25.864,19840.758
"India",25.864,26919.713
"India",25.864,27122.948
"India",25.864,27437.195
"India",25.864,31204.117
"India",25.864,32382.348
"India",25.864,32442.451
"India",25.864,32626.825
"India",25.864,34405.139
"India",25.864,NA
"India",25.96,NA
"India",26.116,NA
"India",26.119,NA
"India",26.152,35357.241
"India",26.181,NA
"India",26.294,NA
"India",26.503,NA
"India",26.907,NA
"India",27.012,20940.805
"India",27.012,28201.483
"India",27.012,28336.22
"India",27.012,28574.81
"India",27.012,31881.43
"India",27.012,32976.708
"India",27.012,33001.126
"India",27.012,33134.259
"India",27.012,35731.634
"India",27.012,NA
"India",27.019,NA
"India",27.029,39153.984
"India",27.106,36822.867
"India",27.186,NA
"India",27.222,19418.138
"India",27.222,26496.684
"India",27.222,26770.469
"India",27.222,27136.097
"India",27.222,31409.668
"India",27.222,32605.299
"India",27.222,32741.588
"India",27.222,32942.203
"India",27.222,34123.071
"India",27.222,NA
"India",27.61,NA
"India",27.706,NA
"India",27.73,NA
"India",27.783,NA
"Denmark",28.135,92.98
"India",28.185,NA
"India",28.187,NA
"India",28.304,38386.604
"India",28.442,NA
"India",28.452,6702.345
"India",28.452,17158.595
"India",28.452,18878.122
"India",28.452,19709.06
"India",28.452,32927.238
"India",28.452,34623.055
"India",28.452,35691.062
"India",28.452,38079.816
"India",28.452,40978.429
"India",28.452,NA
"India",28.521,NA
"India",28.526,18505.928
"India",28.526,26852.562
"India",28.526,27305.697
"India",28.526,27733.041
"India",28.526,33123.622
"India",28.526,34464.101
"India",28.526,34648.418
"India",28.526,35049.601
"India",28.526,37009.703
"India",28.526,NA
"India",28.619,NA
"India",28.744,NA
"India",28.758,NA
"India",28.912,24462.892
"India",28.912,32629.675
"India",28.912,32718.365
"India",28.912,32933.114
"India",28.912,35864.137
"India",28.912,36888.035
"India",28.912,36942.414
"India",28.912,36988.3
"India",28.912,40974.124
"India",28.912,NA
"India",29.02,44139.519
"India",29.303,NA
"India",29.366,NA
"India",29.41,NA
"India",29.445,NA
"Denmark",29.607,116.498
"India",29.728,NA
"India",29.77,16805.051
"India",29.77,27168.2
"India",29.77,27878.827
"India",29.77,28388.319
"India",29.77,35436.677
"India",29.77,36995.823
"India",29.77,37257.851
"India",29.77,37965.935
"India",29.77,41455.837
"India",29.77,NA
"Denmark",29.897,80.006
"India",29.904,40072.262
"India",29.905,NA
"Denmark",30.001,44.893
"Denmark",30.001,46.023
"Denmark",30.001,47.517
"Denmark",30.001,49.404
"Denmark",30.001,51.161
"Denmark",30.001,52.686
"Denmark",30.001,53.734
"Denmark",30.001,54.857
"Denmark",30.001,57.069
"Denmark",30.001,60.708
"Denmark",30.001,64.909
"Denmark",30.001,66.006
"Denmark",30.001,66.096
"Denmark",30.001,67.708
"Denmark",30.001,68.703
"Denmark",30.001,70.247
"Denmark",30.001,70.736
"Denmark",30.001,71.324
"Denmark",30.001,71.513
"Denmark",30.001,71.896
"Denmark",30.001,74.063
"Denmark",30.001,76.773
"Denmark",30.001,77.975
"Denmark",30.001,79.145
"Denmark",30.001,81.754
"Denmark",30.001,82.115
"Denmark",30.001,82.532
"Denmark",30.001,83.554
"Denmark",30.001,88.022
"Denmark",30.001,88.242
"Denmark",30.001,89.996
"Denmark",30.001,90.058
"Denmark",30.001,91.406
"Denmark",30.001,91.498
"Denmark",30.001,91.56
"Denmark",30.001,92.709
"Denmark",30.001,92.753
"Denmark",30.001,92.802
"Denmark",30.001,93.85
"Denmark",30.001,93.982
"Denmark",30.001,94
"Denmark",30.001,94.027
"Denmark",30.001,94.101
"Denmark",30.001,94.21
"Denmark",30.001,94.588
"Denmark",30.001,94.875
"Denmark",30.001,95.007
"Denmark",30.001,95.188
"Denmark",30.001,95.617
"Denmark",30.001,95.89
"Denmark",30.001,95.993
"Denmark",30.001,96.171
"Denmark",30.001,96.249
"Denmark",30.001,96.547
"Denmark",30.001,96.576
"Denmark",30.001,96.741
"Denmark",30.001,96.858
"Denmark",30.001,96.863
"Denmark",30.001,97.062
"Denmark",30.001,97.132
"Denmark",30.001,97.272
"Denmark",30.001,97.412
"Denmark",30.001,97.485
"Denmark",30.001,97.621
"Denmark",30.001,97.645
"Denmark",30.001,97.65
"Denmark",30.001,97.679
"Denmark",30.001,97.692
"Denmark",30.001,97.788
"Denmark",30.001,97.837
"Denmark",30.001,98.062
"Denmark",30.001,98.152
"Denmark",30.001,98.166
"Denmark",30.001,98.239
"Denmark",30.001,98.301
"Denmark",30.001,98.388
"Denmark",30.001,98.52
"Denmark",30.001,98.677
"Denmark",30.001,98.928
"Denmark",30.001,99.042
"Denmark",30.001,99.056
"Denmark",30.001,99.869
"Denmark",30.001,99.971
"Denmark",30.001,100.036
"Denmark",30.001,100.25
"Denmark",30.001,100.261
"Denmark",30.001,100.665
"Denmark",30.001,100.776
"Denmark",30.001,101.009
"Denmark",30.001,101.144
"Denmark",30.001,101.174
"Denmark",30.001,101.235
"Denmark",30.001,101.624
"Denmark",30.001,101.664
"Denmark",30.001,101.856
"Denmark",30.001,101.87
"Denmark",30.001,102.22
"Denmark",30.001,102.223
"Denmark",30.001,102.258
"Denmark",30.001,102.262
"Denmark",30.001,102.52
"Denmark",30.001,102.742
"Denmark",30.001,102.746
"Denmark",30.001,102.831
"Denmark",30.001,103.867
"Denmark",30.001,104.93
"Denmark",30.001,105.499
"Denmark",30.001,105.942
"Denmark",30.001,107.345
"Denmark",30.001,108.051
"Denmark",30.001,108.705
"Denmark",30.001,109.435
"Denmark",30.001,112.298
"Denmark",30.001,113.243
"Denmark",30.001,115.174
"Denmark",30.001,117.114
"Denmark",30.001,117.248
"Denmark",30.001,117.682
"Denmark",30.001,118.655
"Denmark",30.001,120.022
"Denmark",30.001,120.346
"Denmark",30.001,121.34
"Denmark",30.001,125.054
"Denmark",30.001,128.338
"Denmark",30.001,129.097
"Denmark",30.001,130.418
"Denmark",30.001,130.562
"Denmark",30.001,131.431
"Denmark",30.001,132.512
"Denmark",30.001,134.669
"Denmark",30.001,142.182
"Denmark",30.001,146.913
"Denmark",30.001,147.497
"Denmark",30.001,147.861
"Denmark",30.001,148.21
"Denmark",30.001,156.631
"Denmark",30.001,157.731
"Denmark",30.001,158.069
"Denmark",30.001,159.159
"Denmark",30.001,165.731
"Denmark",30.001,178.123
"Denmark",30.001,188.915
"Denmark",30.001,194.639
"Denmark",30.001,196.597
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"Denmark",30.001,NA
"India",30.109,NA
"Denmark",30.15,110.087
"India",30.208,NA
"India",30.465,NA
"India",30.546,NA
"India",30.55,NA
"India",30.594,NA
"India",30.753,NA
"India",30.767,NA
"India",30.821,7924.881
"India",30.821,19600.531
"India",30.821,21380.572
"India",30.821,22242.481
"India",30.821,36082.2
"India",30.821,37951.92
"India",30.821,38992.002
"India",30.821,41387.962
"India",30.821,44999.229
"India",30.821,NA
"Denmark",30.888,115.287
"India",30.945,37421.185
"India",30.945,37472.896
"India",30.945,37642.221
"India",30.945,40000.633
"India",30.945,40823.753
"India",30.945,40880.167
"India",30.945,40908.067
"India",30.945,44772.463
"India",30.946,15577.371
"India",30.946,27311.044
"India",30.946,28245.585
"India",30.946,28845.02
"India",30.946,30173.92
"India",30.946,37246.003
"India",30.946,38934.571
"India",30.946,39327.756
"India",30.946,40267.723
"India",30.946,44586.975
"India",30.946,NA
"India",30.946,NA
"Denmark",31.103,115.107
"India",31.187,47775.41
"Denmark",31.24,108.685
"India",31.267,NA
"Denmark",31.322,100.941
"Denmark",31.44,118.547
"India",31.534,NA
"India",31.723,NA
"India",31.838,NA
"India",32.041,14713.79
"India",32.041,26897.653
"India",32.041,28010.193
"India",32.041,28687.011
"India",32.041,38211.299
"India",32.041,39951.859
"India",32.041,40477.551
"India",32.041,41603.852
"India",32.041,45537.28
"India",32.041,NA
"India",32.054,40077.984
"India",32.366,NA
"Denmark",32.641,91.46
"India",32.688,NA
"India",32.798,NA
"India",32.903,NA
"India",32.916,9287.101
"India",32.916,21981.111
"India",32.916,23772.936
"India",32.916,24646.464
"India",32.916,38814.317
"India",32.916,40832.138
"India",32.916,41809.725
"India",32.916,44155.225
"India",32.916,48379.089
"India",32.916,NA
"India",33.029,NA
"India",33.033,14086.468
"India",33.033,26132.181
"India",33.033,27398.004
"India",33.033,28141.06
"India",33.033,38570.684
"India",33.033,40317.294
"India",33.033,40965.847
"India",33.033,42269.436
"India",33.033,45239.528
"India",33.033,NA
"India",33.04,NA
"India",33.069,36397.324
"India",33.069,41197.257
"India",33.069,41213.405
"India",33.069,41285.159
"India",33.069,42682.056
"India",33.069,43140.521
"India",33.069,43157.431
"India",33.069,43201.926
"India",33.069,46029.777
"India",33.069,NA
"India",33.148,50371.919
"Denmark",33.383,124.272
"India",33.523,NA
"India",33.653,NA
"Denmark",33.657,100.931
"Denmark",33.664,145.172
"India",33.791,NA
"India",33.865,NA
"India",33.896,13228.868
"India",33.896,25415.679
"India",33.896,26855.173
"India",33.896,27661.714
"India",33.896,39061.064
"India",33.896,40838.058
"India",33.896,41598.261
"India",33.896,43152.798
"India",33.896,45988.64
"India",33.896,NA
"Denmark",33.902,148.719
"India",33.976,NA
"Denmark",34,116.7
"India",34.239,NA
"India",34.254,NA
"Denmark",34.28,104.594
"India",34.42,NA
"Denmark",34.426,129.712
"India",34.58,52822.783
"India",34.591,12106.272
"India",34.591,24794.167
"India",34.591,26441.671
"India",34.591,27313.393
"India",34.591,40018.825
"India",34.591,41876.163
"India",34.591,42749.594
"India",34.591,44662.232
"India",34.591,48094.749
"India",34.591,NA
"India",34.745,24188.984
"India",34.745,25922.893
"India",34.745,26788.238
"India",34.745,40842.835
"India",34.745,42942.908
"India",34.745,43836.387
"India",34.745,46022.952
"India",34.745,50227.669
"India",34.745,NA
"India",34.746,10904.663
"India",34.892,NA
"India",34.987,NA
"India",35.018,NA
"India",35.072,10951.471
"India",35.072,24204.801
"India",35.072,26067.324
"India",35.072,27009.236
"India",35.072,41002.249
"India",35.072,42945.772
"India",35.072,43952.205
"India",35.072,46249.949
"India",35.072,50537.254
"India",35.072,NA
"Denmark",35.073,132.409
"India",35.095,42917.624
"India",35.116,22118.165
"India",35.116,24255.509
"India",35.116,25305.745
"India",35.116,42840.149
"India",35.116,44130.556
"India",35.116,46963.874
"India",35.116,51098.594
"India",35.116,NA
"India",35.116,NA
"India",35.117,8969.707
"India",35.117,40907.671
"India",35.141,NA
"India",35.17,44746.912
"India",35.273,9888.938
"India",35.273,23332.074
"India",35.273,25363.474
"India",35.273,26367.894
"India",35.273,41380.978
"India",35.273,43351.739
"India",35.273,44505.672
"India",35.273,47117.238
"India",35.273,51660.603
"India",35.273,NA
"India",35.446,NA
"Denmark",35.51,111.946
"Denmark",35.569,120.022
"India",35.643,NA
"India",35.815,NA
"India",35.875,NA
"India",35.976,NA
"India",36.076,NA
"India",36.107,NA
"India",36.109,NA
"Denmark",36.138,102.562
"India",36.231,55365.829
"India",36.237,NA
"India",36.256,NA
"India",36.318,12846.516
"India",36.318,26365.607
"India",36.318,27986.255
"India",36.318,28834.335
"India",36.318,42257.855
"India",36.318,44378.005
"India",36.318,45187.823
"India",36.318,47111.155
"India",36.318,50833.846
"India",36.318,NA
"India",36.358,NA
"India",36.37,NA
"India",36.376,NA
"India",36.412,NA
"India",36.516,NA
"India",36.533,NA
"India",36.568,NA
"India",36.571,NA
"Denmark",36.586,58.717
"Denmark",36.586,60.657
"Denmark",36.586,62.82
"Denmark",36.586,65.013
"Denmark",36.586,66.701
"Denmark",36.586,68.286
"Denmark",36.586,69.381
"Denmark",36.586,72.406
"Denmark",36.586,76.637
"Denmark",36.586,81.749
"Denmark",36.586,83.161
"Denmark",36.586,83.748
"Denmark",36.586,85.434
"Denmark",36.586,86.354
"Denmark",36.586,86.979
"Denmark",36.586,87.16
"Denmark",36.586,87.507
"Denmark",36.586,88.484
"Denmark",36.586,89.568
"Denmark",36.586,90.448
"Denmark",36.586,94.947
"Denmark",36.586,96.552
"Denmark",36.586,99.887
"Denmark",36.586,100.109
"Denmark",36.586,100.162
"Denmark",36.586,100.858
"Denmark",36.586,101.875
"Denmark",36.586,104.721
"Denmark",36.586,107.525
"Denmark",36.586,111.333
"Denmark",36.586,113.159
"Denmark",36.586,113.287
"Denmark",36.586,113.291
"Denmark",36.586,115.176
"Denmark",36.586,115.306
"Denmark",36.586,116.461
"Denmark",36.586,116.463
"Denmark",36.586,116.565
"Denmark",36.586,117.853
"Denmark",36.586,118.036
"Denmark",36.586,118.221
"Denmark",36.586,118.383
"Denmark",36.586,118.406
"Denmark",36.586,118.509
"Denmark",36.586,118.752
"Denmark",36.586,118.972
"Denmark",36.586,119.102
"Denmark",36.586,119.358
"Denmark",36.586,119.569
"Denmark",36.586,120.151
"Denmark",36.586,120.449
"Denmark",36.586,120.495
"Denmark",36.586,120.639
"Denmark",36.586,120.776
"Denmark",36.586,121.139
"Denmark",36.586,121.214
"Denmark",36.586,121.306
"Denmark",36.586,121.313
"Denmark",36.586,121.476
"Denmark",36.586,121.523
"Denmark",36.586,121.765
"Denmark",36.586,121.926
"Denmark",36.586,121.933
"Denmark",36.586,121.933
"Denmark",36.586,122.022
"Denmark",36.586,122.087
"Denmark",36.586,122.28
"Denmark",36.586,122.548
"Denmark",36.586,122.638
"Denmark",36.586,122.643
"Denmark",36.586,122.802
"Denmark",36.586,122.817
"Denmark",36.586,122.879
"Denmark",36.586,123.093
"Denmark",36.586,123.114
"Denmark",36.586,123.14
"Denmark",36.586,123.23
"Denmark",36.586,123.274
"Denmark",36.586,123.289
"Denmark",36.586,123.322
"Denmark",36.586,123.621
"Denmark",36.586,123.775
"Denmark",36.586,123.955
"Denmark",36.586,124.462
"Denmark",36.586,124.51
"Denmark",36.586,124.555
"Denmark",36.586,125.249
"Denmark",36.586,125.26
"Denmark",36.586,125.306
"Denmark",36.586,125.583
"Denmark",36.586,125.685
"Denmark",36.586,125.71
"Denmark",36.586,126.442
"Denmark",36.586,126.511
"Denmark",36.586,126.95
"Denmark",36.586,127.308
"Denmark",36.586,127.622
"Denmark",36.586,127.67
"Denmark",36.586,127.805
"Denmark",36.586,128.048
"Denmark",36.586,128.072
"Denmark",36.586,128.458
"Denmark",36.586,128.595
"Denmark",36.586,129.039
"Denmark",36.586,129.211
"Denmark",36.586,129.235
"Denmark",36.586,130.748
"Denmark",36.586,131.607
"Denmark",36.586,132.661
"Denmark",36.586,133.292
"Denmark",36.586,136.55
"Denmark",36.586,136.779
"Denmark",36.586,139.144
"Denmark",36.586,140.459
"Denmark",36.586,142.062
"Denmark",36.586,142.435
"Denmark",36.586,143.337
"Denmark",36.586,144.392
"Denmark",36.586,147.452
"Denmark",36.586,148.7
"Denmark",36.586,150.264
"Denmark",36.586,151.584
"Denmark",36.586,157.273
"Denmark",36.586,158.308
"Denmark",36.586,159.451
"Denmark",36.586,160.542
"Denmark",36.586,161.475
"Denmark",36.586,163.243
"Denmark",36.586,163.6
"Denmark",36.586,164.275
"Denmark",36.586,165.611
"Denmark",36.586,168.281
"Denmark",36.586,177.44
"Denmark",36.586,183.213
"Denmark",36.586,184.379
"Denmark",36.586,185.308
"Denmark",36.586,195.831
"Denmark",36.586,197.077
"Denmark",36.586,197.236
"Denmark",36.586,198.464
"Denmark",36.586,206.715
"Denmark",36.586,221.729
"Denmark",36.586,235.185
"Denmark",36.586,241.899
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"Denmark",36.586,NA
"India",36.688,NA
"Denmark",36.734,106.547
"India",36.817,NA
"Denmark",36.867,118.836
"India",36.889,NA
"India",36.903,NA
"India",36.942,NA
"India",36.964,NA
"India",37.012,NA
"India",37.02,NA
"India",37.03,NA
"India",37.039,39351.096
"India",37.039,44539.671
"India",37.039,44558.357
"India",37.039,44635.064
"India",37.039,46146.122
"India",37.039,46640.251
"India",37.039,46659.819
"India",37.039,46705.894
"India",37.039,49765.337
"India",37.039,NA
"India",37.152,NA
"India",37.164,NA
"India",37.215,NA
"India",37.225,NA
"India",37.245,NA
"Denmark",37.34,126.457
"India",37.406,NA
"India",37.429,NA
"India",37.481,NA
"India",37.59,NA
"India",37.645,14838.422
"India",37.645,28575.032
"India",37.645,30059.433
"India",37.645,30884.943
"India",37.645,43648.769
"India",37.645,45780.21
"India",37.645,46514.14
"India",37.645,48161.423
"India",37.645,51415.764
"India",37.645,NA
"India",37.801,NA
"India",38.123,NA
"India",38.213,NA
"India",38.239,NA
"India",38.256,NA
"India",38.339,56680.789
"India",38.371,NA
"India",38.372,NA
"India",38.395,NA
"India",38.492,36754.942
"India",38.492,45575.251
"India",38.492,45646.419
"India",38.492,45875.766
"India",38.492,48725.549
"India",38.492,49718.849
"India",38.492,49796.487
"India",38.492,49847.084
"India",38.492,54537.608
"India",38.493,NA
"India",38.581,NA
"India",38.706,NA
"India",38.733,16758.078
"India",38.733,31117.972
"India",38.733,32488.311
"India",38.733,33289.683
"India",38.733,45518.518
"India",38.733,47716.163
"India",38.733,48363.722
"India",38.733,49817.249
"India",38.733,53547.364
"India",38.733,NA
"India",38.771,NA
"India",38.776,51280.836
"India",38.841,NA
"India",38.883,NA
"India",39.07,NA
"India",39.197,NA
"India",39.205,NA
"India",39.352,NA
"Denmark",39.534,134.984
"India",39.541,34272.694
"India",39.541,51657.873
"India",39.541,51820.744
"India",39.541,57404.986
"India",39.541,NA
"India",39.542,45694.915
"India",39.542,45838.986
"India",39.542,46187.867
"India",39.542,50246.182
"India",39.542,51788.548
"India",39.589,18523.082
"India",39.589,33848.307
"India",39.589,35108.804
"India",39.589,35875.16
"India",39.589,47535.149
"India",39.589,49823.045
"India",39.589,50357.524
"India",39.589,51678.314
"India",39.589,56939.5
"India",39.589,NA
"Denmark",39.713,102.601
"India",39.824,NA
"India",40.012,NA
"India",40.174,NA
"India",40.213,20651.473
"India",40.213,36177.594
"India",40.213,37276.485
"India",40.213,37983.922
"India",40.213,48753.302
"India",40.213,51062.693
"India",40.213,51457.613
"India",40.213,52615.116
"India",40.213,58691.453
"India",40.213,NA
"India",40.242,32292.687
"India",40.242,43481.526
"India",40.242,43697.108
"India",40.242,44119.956
"India",40.242,49164.383
"India",40.242,50844.489
"India",40.242,50945.105
"India",40.242,51096.577
"India",40.242,55101.529
"India",40.242,NA
"India",40.528,NA
"India",40.539,NA
"India",40.56,NA
"India",40.602,23575.338
"India",40.602,50925.198
"India",40.602,52079.882
"India",40.602,57559.909
"India",40.602,NA
"India",40.603,37995.316
"India",40.603,38854.312
"India",40.603,39480.251
"India",40.603,48712.014
"India",40.603,51167.549
"India",40.634,40833.001
"India",40.634,41135.573
"India",40.634,41615.576
"India",40.634,47325.193
"India",40.635,30091.397
"India",40.635,49119.014
"India",40.635,49214.76
"India",40.635,49482.984
"India",40.635,52180.02
"India",40.635,NA
"Denmark",40.727,117.858
"India",40.745,NA
"India",40.747,27267.685
"India",40.748,39414.916
"India",40.748,39952.488
"India",40.748,40495.39
"India",40.748,47720.178
"India",40.748,49684.431
"India",40.748,49837.496
"India",40.748,50367.569
"India",40.748,53933.587
"India",40.748,NA
"India",41.058,NA
"India",41.348,NA
"India",41.503,NA
"India",42.531,NA
"India",43.425,NA
"India",43.612,NA
